Timestamp;Bus (ID);Bus (numéro);Etat;Ligne (ID);Ligne (nom court);Code du sens;Destination;Coordonnées;Avance / Retard
2024-07-22 11:08:02.490875;2013468616;2013468616;Hors-service;;;;;48.097038, -1.624675;
2024-07-22 11:08:02.490875;1354742814;1354742814;Hors-service;;;;;48.096718, -1.625952;
2024-07-22 11:08:02.490875;1901963820;1901963820;Hors-service;;;;;48.096475, -1.625716;
2024-07-22 11:08:02.490875;-1916684676;-1916684676;En ligne;0004;C4;0;Grand Quartier;48.120326, -1.631668;103
2024-07-22 11:08:02.490875;1719556818;1719556818;Hors-service;;;;;48.096633, -1.624438;
2024-07-22 11:08:02.490875;106597844;106597844;Hors-service;;;;;48.096235, -1.625385;
2024-07-22 11:08:02.490875;-1734277674;-1734277674;En ligne;0054;54;1;Rennes;48.096151, -1.769822;175
2024-07-22 11:08:02.490875;2084370822;2084370822;Hors-service;;;;;48.099599, -1.632906;
2024-07-22 11:08:02.490875;471411848;471411848;Hors-service;;;;;48.147035, -1.706275;
2024-07-22 11:08:02.490875;-1551870672;-1551870672;Hors-service;;;;;48.09696, -1.62483;
2024-07-22 11:08:02.490875;289004846;289004846;En ligne;0055;55;0;Mordelles Le Verger;48.109835, -1.684049;127
2024-07-22 11:08:02.490875;653818850;653818850;Hors-service;;;;;48.147595, -1.705557;
2024-07-22 11:08:02.490875;-1369463670;-1369463670;Hors-service;;;;;48.096238, -1.625547;
2024-07-22 11:08:02.490875;836225852;836225852;Hors-service;;;;;48.09712, -1.626028;
2024-07-22 11:08:02.490875;1201039856;1201039856;Hors-service;;;;;48.146559, -1.705788;
2024-07-22 11:08:02.490875;-1187056668;-1187056668;Hors-service;;;;;48.11568, -1.578508;
2024-07-22 11:08:02.490875;1383446858;1383446858;Hors-service;;;;;48.097039, -1.626276;
2024-07-22 11:08:02.490875;1748260862;1748260862;Hors-service;;;;;48.096795, -1.626268;
2024-07-22 11:08:02.490875;-822242664;-822242664;En ligne;0011;11;1;La Poterie;48.092667, -1.639793;173
2024-07-22 11:08:02.490875;1565853860;1565853860;Hors-service;;;;;48.09648, -1.624666;
2024-07-22 11:08:02.490875;-1452264422;-1452264422;Hors-service;;;;;48.096393, -1.626193;
2024-07-22 11:08:02.490875;-639835662;-639835662;Hors-service;;;;;48.096873, -1.624755;
2024-07-22 11:08:02.490875;1930667864;1930667864;Hors-service;;;;;48.147355, -1.705711;
2024-07-22 11:08:02.490875;-1269857420;-1269857420;En ligne;0078;78;1;Betton;48.183732, -1.646482;171
2024-07-22 11:08:02.490875;-457428660;-457428660;Hors-service;;;;;48.096717, -1.624593;
2024-07-22 11:08:02.490875;-1817078426;-1817078426;En ligne;0071;71;0;Rennes;48.217875, -1.581464;-920
2024-07-22 11:08:02.490875;-1087450418;-1087450418;Hors-service;;;;;48.146635, -1.706347;
2024-07-22 11:08:02.490875;89792346;89792346;Hors-service;;;;;48.146638, -1.705391;
2024-07-22 11:08:02.490875;-1634671424;-1634671424;Hors-service;;;;;48.09712, -1.62627;
2024-07-22 11:08:02.490875;-357822410;-357822410;Hors-service;;;;;48.096719, -1.625226;
2024-07-22 11:08:02.490875;1184234358;1184234358;Hors-service;;;;;48.146636, -1.704987;
2024-07-22 11:08:02.490875;-540229412;-540229412;Hors-service;;;;;48.146557, -1.706515;
2024-07-22 11:08:02.490875;-175415408;-175415408;Hors-service;;;;;48.097034, -1.624109;
2024-07-22 11:08:02.490875;-1651476922;-1651476922;Hors-service;;;;;48.147356, -1.706358;
2024-07-22 11:08:02.490875;371805598;371805598;En ligne;0077;77;1;Rennes;48.120517, -1.708462;140
2024-07-22 11:08:02.490875;1648654612;1648654612;Hors-service;;;;;48.096795, -1.626268;
2024-07-22 11:08:02.490875;-1286662918;-1286662918;Hors-service;;;;;48.146712, -1.706906;
2024-07-22 11:08:02.490875;554212600;554212600;Hors-service;;;;;48.1472, -1.705306;
2024-07-22 11:08:02.490875;-1004649666;-1004649666;Hors-service;;;;;48.096393, -1.625951;
2024-07-22 11:08:02.490875;-374627908;-374627908;Hors-service;;;;;48.146798, -1.706106;
2024-07-22 11:08:02.490875;919026604;919026604;Hors-service;;;;;48.097118, -1.624265;
2024-07-22 11:08:02.490875;-92614656;-92614656;En ligne;0052;52;1;Montgermont | La Chapelle;48.142913, -1.702055;171
2024-07-22 11:08:02.490875;-9813904;-9813904;En ligne;0002;C2;0;Haut Sancé;48.12361, -1.684248;98
2024-07-22 11:08:02.490875;1101433606;1101433606;Hors-service;;;;;48.096719, -1.624997;
2024-07-22 11:08:02.490875;272199348;272199348;Hors-service;;;;;48.146641, -1.70531;
2024-07-22 11:08:02.490875;537407102;537407102;En ligne;0052;52;0;Saint-Gilles;48.130365, -1.692105;281
2024-07-22 11:08:02.490875;1466247610;1466247610;En ligne;0051;51;0;Rennes;48.182568, -1.650167;-11
2024-07-22 11:08:02.490875;454606350;454606350;En ligne;0075;75;0;Rennes;48.03984, -1.541957;-52
2024-07-22 11:08:02.490875;719814104;719814104;Hors-service;;;;;48.146798, -1.706106;
2024-07-22 11:08:02.490875;1831061614;1831061614;Hors-service;;;;;48.109918, -1.642587;
2024-07-22 11:08:02.490875;637013352;637013352;Hors-service;;;;;48.097198, -1.626357;
2024-07-22 11:08:02.490875;902221106;902221106;Hors-service;;;;;48.146795, -1.706186;
2024-07-22 11:08:02.490875;-2099091678;-2099091678;Hors-service;;;;;48.096876, -1.626275;
2024-07-22 11:08:02.490875;1366641360;1366641360;Hors-service;;;;;48.146559, -1.706906;
2024-07-22 11:08:02.490875;1267035110;1267035110;Hors-service;;;;;48.146875, -1.705547;
2024-07-22 11:08:02.490875;-275021658;-275021658;Hors-service;;;;;48.147359, -1.705146;
2024-07-22 11:08:02.490875;1731455364;1731455364;Hors-service;;;;;48.146632, -1.705067;
2024-07-22 11:08:02.490875;1449442112;1449442112;Hors-service;;;;;48.096637, -1.625945;
2024-07-22 11:08:02.490875;819420354;819420354;Hors-service;;;;;48.096474, -1.625958;
2024-07-22 11:08:02.490875;-2016290926;-2016290926;Hors-service;;;;;48.109912, -1.642276;
2024-07-22 11:08:02.490875;-1933490174;-1933490174;Hors-service;;;;;48.096313, -1.625473;
2024-07-22 11:08:02.490875;1001827356;1001827356;En ligne;0068;68;0;Rennes;48.221758, -1.802355;0
2024-07-22 11:08:02.490875;-739441912;-739441912;Hors-service;;;;;48.096556, -1.625951;
2024-07-22 11:08:02.490875;-1751083172;-1751083172;Hors-service;;;;;48.146795, -1.706186;
2024-07-22 11:08:02.490875;1549048362;1549048362;Hors-service;;;;;48.146638, -1.705149;
2024-07-22 11:08:02.490875;-192220906;-192220906;Hors-service;;;;;48.110154, -1.641154;
2024-07-22 11:08:02.490875;1298192630;1298192630;Hors-service;;;;;48.147195, -1.705872;
2024-07-22 11:08:02.490875;1913862366;1913862366;Hors-service;;;;;48.14656, -1.706192;
2024-07-22 11:08:02.490875;1084628108;1084628108;Hors-service;;;;;48.146801, -1.706268;
2024-07-22 11:08:02.490875;2027820638;2027820638;Hors-service;;;;;48.147276, -1.706108;
2024-07-22 11:08:02.490875;-921848914;-921848914;Hors-service;;;;;48.146794, -1.706429;
2024-07-22 11:08:02.490875;1631849114;1631849114;Hors-service;;;;;48.096312, -1.625957;
2024-07-22 11:08:02.490875;-1440365876;-1440365876;Hors-service;;;;;48.079916, -1.734751;
2024-07-22 11:08:02.490875;-557034910;-557034910;Hors-service;;;;;48.096637, -1.625945;
2024-07-22 11:08:02.490875;1480599632;1480599632;Hors-service;;;;;48.147195, -1.705872;
2024-07-22 11:08:02.490875;1295739154;1295739154;Hors-service;;;;;48.079757, -1.735557;
2024-07-22 11:08:02.490875;172593098;172593098;Hors-service;;;;;48.146795, -1.705957;
2024-07-22 11:08:02.490875;-2084739656;-2084739656;Hors-service;;;;;48.147192, -1.705952;
2024-07-22 11:08:02.490875;2025367162;2025367162;Hors-service;;;;;47.95296, -1.508356;
2024-07-22 11:08:02.490875;1814256116;1814256116;Hors-service;;;;;48.146795, -1.706186;
2024-07-22 11:08:02.490875;2124973412;2124973412;Hors-service;;;;;48.080241, -1.734753;
2024-07-22 11:08:02.490875;-2087193132;-2087193132;Hors-service;;;;;48.079757, -1.735557;
2024-07-22 11:08:02.490875;1996663118;1996663118;Hors-service;;;;;48.146798, -1.705877;
2024-07-22 11:08:02.490875;-528330866;-528330866;En ligne;0053;53;0;La Chapelle-Th;48.123081, -1.862374;148
2024-07-22 11:08:02.490875;1757705932;1757705932;Hors-service;;;;;48.079752, -1.734117;
2024-07-22 11:08:02.490875;-2115897176;-2115897176;Hors-service;;;;;48.096718, -1.625952;
2024-07-22 11:08:02.490875;18890140;18890140;Hors-service;;;;;48.079357, -1.734754;
2024-07-22 11:08:02.490875;746064672;746064672;Hors-service;;;;;48.174241, -1.735049;
2024-07-22 11:08:02.490875;-1568676170;-1568676170;Hors-service;;;;;48.146793, -1.705795;
2024-07-22 11:08:02.490875;201297142;201297142;Hors-service;;;;;48.052958, -1.720034;
2024-07-22 11:08:02.490875;1293285678;1293285678;Hors-service;;;;;48.079593, -1.735394;
2024-07-22 11:08:02.490875;933378626;933378626;Hors-service;;;;;48.147195, -1.706114;
2024-07-22 11:08:02.490875;566111146;566111146;En ligne;0053;53;1;Rennes;48.120349, -1.765989;179
2024-07-22 11:08:02.490875;30788686;30788686;Hors-service;;;;;48.098955, -1.633468;
2024-07-22 11:08:02.490875;1663006634;1663006634;Hors-service;;;;;48.147198, -1.705791;
2024-07-22 11:08:02.490875;1113332152;1113332152;Hors-service;;;;;48.080316, -1.734665;
2024-07-22 11:08:02.490875;760416694;760416694;En ligne;0072;72;1;Rennes;48.04081, -1.659332;267
2024-07-22 11:08:02.490875;-1902332654;-1902332654;Hors-service;;;;;48.147198, -1.706034;
2024-07-22 11:08:02.490875;1842960160;1842960160;Hors-service;;;;;48.079354, -1.734835;
2024-07-22 11:08:02.490875;1672451704;1672451704;Hors-service;;;;;48.099112, -1.633146;
2024-07-22 11:08:02.490875;1942566410;1942566410;Hors-service;;;;;48.079676, -1.734433;
2024-07-22 11:08:02.490875;1575298930;1575298930;Hors-service;;;;;48.079038, -1.733717;
2024-07-22 11:08:02.490875;-1528073580;-1528073580;En ligne;0080;80;0;Laillé;48.083583, -1.674821;127
2024-07-22 11:08:02.490875;-1987586882;-1987586882;Hors-service;;;;;48.079834, -1.735227;
2024-07-22 11:08:02.490875;1658099682;1658099682;Hors-service;;;;;48.016312, -1.796191;
2024-07-22 11:08:02.490875;-251224566;-251224566;En ligne;0067;67;1;Cesson-Sévigné;48.114292, -1.60049;60
2024-07-22 11:08:02.490875;-1805179880;-1805179880;En ligne;0053;53;0;La Chapelle-Th;48.109436, -1.67867;177
2024-07-22 11:08:02.490875;-334025318;-334025318;En ligne;0072;72;0;Pont-Péan;48.062844, -1.699385;89
2024-07-22 11:08:02.490875;-68817564;-68817564;Hors-service;;;;;48.098877, -1.633394;
2024-07-22 11:08:02.490875;-1075551872;-1075551872;Hors-service;;;;;48.079994, -1.734825;
2024-07-22 11:08:02.490875;213195688;213195688;Hors-service;;;;;48.099432, -1.633712;
2024-07-22 11:08:02.490875;113589438;113589438;Hors-service;;;;;48.099354, -1.632037;
2024-07-22 11:08:02.490875;-893144870;-893144870;Hors-service;;;;;48.079596, -1.734426;
2024-07-22 11:08:02.490875;395602690;395602690;Hors-service;;;;;48.099273, -1.633631;
2024-07-22 11:08:02.490875;843217446;843217446;En ligne;0067;67;0;Rennes;48.109594, -1.480353;0
2024-07-22 11:08:02.490875;-345923864;-345923864;Hors-service;;;;;48.079597, -1.735072;
2024-07-22 11:08:02.490875;1307637700;1307637700;Hors-service;;;;;48.099034, -1.633072;
2024-07-22 11:08:02.490875;1025624448;1025624448;Hors-service;;;;;48.099514, -1.633706;
2024-07-22 11:08:02.490875;-163516862;-163516862;Hors-service;;;;;48.079513, -1.734916;
2024-07-22 11:08:02.490875;1490044702;1490044702;Hors-service;;;;;48.099432, -1.632111;
2024-07-22 11:08:02.490875;2134418482;2134418482;Hors-service;;;;;48.053999, -1.719468;
2024-07-22 11:08:02.490875;383704144;383704144;Hors-service;;;;;48.078716, -1.734105;
2024-07-22 11:08:02.490875;-2075294586;-2075294586;Hors-service;;;;;48.099036, -1.633476;
2024-07-22 11:08:02.490875;-1430920806;-1430920806;Hors-service;;;;;48.17976, -1.652116;
2024-07-22 11:08:02.490875;1478146156;1478146156;Hors-service;;;;;48.080153, -1.734906;
2024-07-22 11:08:02.490875;-980852574;-980852574;Hors-service;;;;;48.099439, -1.633551;
2024-07-22 11:08:02.490875;-1248513804;-1248513804;Hors-service;;;;;48.099357, -1.631956;
2024-07-22 11:08:02.490875;1660553158;1660553158;Hors-service;;;;;48.07936, -1.734674;
2024-07-22 11:08:02.490875;-616038570;-616038570;Hors-service;;;;;48.099272, -1.632514;
2024-07-22 11:08:02.490875;-701292798;-701292798;Hors-service;;;;;48.099597, -1.632515;
2024-07-22 11:08:02.490875;-1904786130;-1904786130;Hors-service;;;;;48.079674, -1.734271;
2024-07-22 11:08:02.490875;478403442;478403442;Hors-service;;;;;48.09928, -1.633228;
2024-07-22 11:08:02.490875;2049164254;2049164254;En ligne;0059;59;1;Rennes;48.075882, -1.695487;129
2024-07-22 11:08:02.490875;1110878676;1110878676;Hors-service;;;;;48.079678, -1.733949;
2024-07-22 11:08:02.490875;1208031450;1208031450;Hors-service;;;;;48.099198, -1.632117;
2024-07-22 11:08:02.490875;-1333768032;-1333768032;En ligne;0074;74;1;Rennes;47.994418, -1.652804;-53
2024-07-22 11:08:02.490875;1475692680;1475692680;Hors-service;;;;;48.079999, -1.73539;
2024-07-22 11:08:02.490875;-1978141812;-1978141812;Hors-service;;;;;48.099198, -1.633476;
2024-07-22 11:08:02.490875;-1151361030;-1151361030;Hors-service;;;;;48.052077, -1.716835;
2024-07-22 11:08:02.490875;-151618316;-151618316;Hors-service;;;;;48.099433, -1.631869;
2024-07-22 11:08:02.490875;-883699800;-883699800;Hors-service;;;;;48.099039, -1.633395;
2024-07-22 11:08:02.490875;-421733022;-421733022;Hors-service;;;;;48.05216, -1.717233;
2024-07-22 11:08:02.490875;1125230698;1125230698;Hors-service;;;;;48.098959, -1.632675;
2024-07-22 11:08:02.490875;-518885796;-518885796;Hors-service;;;;;48.098315, -1.428995;
2024-07-22 11:08:02.490875;-239326020;-239326020;Hors-service;;;;;48.051999, -1.716748;
2024-07-22 11:08:02.490875;-1710480582;-1710480582;En ligne;0072;72;1;Rennes;47.99992, -1.696915;0
2024-07-22 11:08:02.490875;-1880989038;-1880989038;Hors-service;;;;;48.0524, -1.717308;
2024-07-22 11:08:02.490875;-56919018;-56919018;Hors-service;;;;;48.051992, -1.716909;
2024-07-22 11:08:02.490875;-1163259576;-1163259576;Hors-service;;;;;48.116234, -1.577951;
2024-07-22 11:08:02.490875;-786547026;-786547026;Hors-service;;;;;48.052152, -1.716748;
2024-07-22 11:08:02.490875;1499489772;1499489772;Hors-service;;;;;48.05256, -1.717147;
2024-07-22 11:08:02.490875;-798445572;-798445572;Hors-service;;;;;48.098956, -1.632998;
2024-07-22 11:08:02.490875;-604140024;-604140024;En ligne;0061;61;0;Saint-Erblon;48.032157, -1.661365;107
2024-07-22 11:08:02.490875;-1701035512;-1701035512;Hors-service;;;;;48.06032, -1.614673;
2024-07-22 11:08:02.490875;-433631568;-433631568;Hors-service;;;;;48.099758, -1.633229;
2024-07-22 11:08:02.490875;490301988;490301988;En ligne;0061;61;1;Rennes;48.05709, -1.663657;231
2024-07-22 11:08:02.490875;-1518628510;-1518628510;Hors-service;;;;;48.052714, -1.718035;
2024-07-22 11:08:02.490875;295996440;295996440;Hors-service;;;;;48.099112, -1.632917;
2024-07-22 11:08:02.490875;672708990;672708990;Hors-service;;;;;48.05248, -1.717557;
2024-07-22 11:08:02.490875;-1153814506;-1153814506;Hors-service;;;;;48.05264, -1.717625;
2024-07-22 11:08:02.490875;-1795734810;-1795734810;Hors-service;;;;;48.098955, -1.633468;
2024-07-22 11:08:02.490875;1134675768;1134675768;Hors-service;;;;;48.052476, -1.716992;
2024-07-22 11:08:02.490875;-606593500;-606593500;Hors-service;;;;;48.052638, -1.608517;
2024-07-22 11:08:02.490875;-1613327808;-1613327808;Hors-service;;;;;48.099033, -1.631955;
2024-07-22 11:08:02.490875;1681896774;1681896774;Hors-service;;;;;48.106158, -1.674746;
2024-07-22 11:08:02.490875;-227427474;-227427474;Hors-service;;;;;48.146958, -1.705945;
2024-07-22 11:08:02.490875;1684350250;1684350250;Hors-service;;;;;48.052395, -1.716756;
2024-07-22 11:08:02.490875;2046710778;2046710778;Hors-service;;;;;48.052717, -1.716597;
2024-07-22 11:08:02.490875;137386530;137386530;Hors-service;;;;;48.14696, -1.706107;
2024-07-22 11:08:02.490875;1866757252;1866757252;Hors-service;;;;;48.052318, -1.716669;
2024-07-22 11:08:02.490875;-424186498;-424186498;Hors-service;;;;;48.049913, -1.599151;
2024-07-22 11:08:02.490875;319793532;319793532;En ligne;0077;77;0;Pacé;48.120821, -1.70853;44
2024-07-22 11:08:02.490875;-2063396040;-2063396040;En ligne;0059;59;1;Rennes;48.029196, -1.752669;0
2024-07-22 11:08:02.490875;1049421540;1049421540;Hors-service;;;;;48.097195, -1.624352;
2024-07-22 11:08:02.490875;867014538;867014538;Hors-service;;;;;48.096713, -1.625387;
2024-07-22 11:08:02.490875;-1698582036;-1698582036;Hors-service;;;;;48.052555, -1.716596;
2024-07-22 11:08:02.490875;1231828542;1231828542;Hors-service;;;;;48.096397, -1.625157;
2024-07-22 11:08:02.490875;1414235544;1414235544;Hors-service;;;;;48.096876, -1.626275;
2024-07-22 11:08:02.490875;-1516175034;-1516175034;Hors-service;;;;;48.052393, -1.716595;
2024-07-22 11:08:02.490875;-144626722;-144626722;Hors-service;;;;;48.096394, -1.625238;
2024-07-22 11:08:02.490875;1961456550;1961456550;Hors-service;;;;;48.147193, -1.70571;
2024-07-22 11:08:02.490875;-968954028;-968954028;Hors-service;;;;;48.05208, -1.716755;
2024-07-22 11:08:02.490875;37780280;37780280;En ligne;0062;62;0;Vern-sur-Seiche;48.087678, -1.643552;0
2024-07-22 11:08:02.490875;-1421475736;-1421475736;En ligne;0077;77;1;Rennes;48.160491, -1.768011;0
2024-07-22 11:08:02.490875;125487984;125487984;Hors-service;;;;;48.052152, -1.716748;
2024-07-22 11:08:02.490875;402594284;402594284;En ligne;0055;55;0;Mordelles;48.071348, -1.852368;120
2024-07-22 11:08:02.490875;-1056661732;-1056661732;En ligne;0076;76;0;Mordelles;48.073868, -1.853555;288
2024-07-22 11:08:02.490875;307894986;307894986;En ligne;0059;59;0;Bruz;48.062333, -1.699542;88
2024-07-22 11:08:02.490875;585001286;585001286;En ligne;0054;54;0;Le Rheu;48.096364, -1.763462;5
2024-07-22 11:08:02.490875;-327033724;-327033724;Hors-service;;;;;48.096153, -1.625876;
2024-07-22 11:08:02.490875;855115992;855115992;En ligne;0074;74;0;Orgères | Bourgbarré;48.034077, -1.687905;-8
2024-07-22 11:08:02.490875;1132222292;1132222292;En ligne;0055;55;1;Rennes;48.104743, -1.739452;769
2024-07-22 11:08:02.490875;220187282;220187282;En ligne;0054;54;1;Rennes;48.10384, -1.87899;0
2024-07-22 11:08:02.490875;769861764;769861764;Hors-service;;;;;48.052561, -1.716906;
2024-07-22 11:08:02.490875;-1885895990;-1885895990;Hors-service;;;;;48.096159, -1.625715;
2024-07-22 11:08:02.490875;767408288;767408288;En ligne;0062;62;1;Rennes;48.038477, -1.602511;0
2024-07-22 11:08:02.490875;952268766;952268766;Hors-service;;;;;48.052476, -1.716992;
2024-07-22 11:08:02.490875;1608541092;1608541092;Hors-service;;;;;48.110316, -1.641626;
2024-07-22 11:08:02.490875;949815290;949815290;En ligne;0073;73;1;Rennes | La Poterie;48.04888, -1.608485;349
2024-07-22 11:08:02.490875;1317082770;1317082770;Hors-service;;;;;48.052557, -1.716986;
2024-07-22 11:08:02.490875;2044257302;2044257302;Hors-service;;;;;48.096792, -1.624748;
2024-07-22 11:08:02.490875;1864303776;1864303776;Hors-service;;;;;48.053836, -1.721067;
2024-07-22 11:08:02.490875;-2068302992;-2068302992;En ligne;0055;55;1;Rennes;48.075447, -1.843018;-113
2024-07-22 11:08:02.490875;-1336221508;-1336221508;Hors-service;;;;;48.052637, -1.717477;
2024-07-22 11:08:02.490875;-971407504;-971407504;Hors-service;;;;;48.052394, -1.717469;
2024-07-22 11:08:02.490875;-789000502;-789000502;Hors-service;;;;;48.052637, -1.717477;
2024-07-22 11:08:02.490875;-241779496;-241779496;Hors-service;;;;;48.052876, -1.716907;
2024-07-22 11:08:02.490875;-45020472;-45020472;Hors-service;;;;;48.146956, -1.706672;
2024-07-22 11:08:02.490875;502200534;502200534;Hors-service;;;;;48.097038, -1.624917;
2024-07-22 11:08:02.490875;684607536;684607536;Hors-service;;;;;48.110239, -1.642669;
2024-07-22 11:08:02.490875;1596642546;1596642546;Hors-service;;;;;48.147592, -1.705867;
2024-07-22 11:08:02.490875;1779049548;1779049548;Hors-service;;;;;48.096792, -1.624748;
2024-07-22 11:08:02.490875;-509440726;-509440726;Hors-service;;;;;48.14664, -1.705553;
2024-07-22 11:08:02.490875;1314629294;1314629294;Hors-service;;;;;48.096159, -1.625715;
2024-07-22 11:08:02.490875;1679443298;1679443298;Hors-service;;;;;48.096156, -1.625795;
2024-07-22 11:08:02.490875;1861850300;1861850300;Hors-service;;;;;48.096719, -1.625226;
2024-07-22 11:08:02.490875;1426134090;1426134090;Hors-service;;;;;48.110317, -1.642756;
2024-07-22 11:09:01.792741;778817764;778817764;Hors-service;;;;;48.110794, -1.643229;
2024-07-22 11:09:01.792741;961224766;961224766;Hors-service;;;;;48.109915, -1.642667;
2024-07-22 11:09:01.792741;15578760;15578760;Hors-service;;;;;48.063915, -1.701471;
2024-07-22 11:09:01.792741;1690852774;1690852774;Hors-service;;;;;48.110476, -1.642838;
2024-07-22 11:09:01.792741;1508445772;1508445772;Hors-service;;;;;48.111354, -1.644113;
2024-07-22 11:09:01.792741;1292427774;1292427774;Hors-service;;;;;48.063753, -1.701228;
2024-07-22 11:09:01.792741;-1874486514;-1874486514;Hors-service;;;;;48.110077, -1.642668;
2024-07-22 11:09:01.792741;-349235244;-349235244;Hors-service;;;;;48.064713, -1.703156;
2024-07-22 11:09:01.792741;1839648780;1839648780;En ligne;0010;10;1;Beaulieu Chimie;48.098974, -1.711131;30
2024-07-22 11:09:01.792741;380392764;380392764;Hors-service;;;;;48.064559, -1.70251;
2024-07-22 11:09:01.792741;197985762;197985762;Hors-service;;;;;48.064801, -1.702989;
2024-07-22 11:09:01.792741;-1908097510;-1908097510;En ligne;0013;13;0;Porte de Ker Lann;48.084861, -1.653946;67
2024-07-22 11:09:01.792741;562799766;562799766;Hors-service;;;;;48.063837, -1.701397;
2024-07-22 11:09:01.792741;1657241778;1657241778;Hors-service;;;;;48.109676, -1.642996;
2024-07-22 11:09:01.792741;-1178469502;-1178469502;Hors-service;;;;;48.110641, -1.643229;
2024-07-22 11:09:01.792741;745206768;745206768;Hors-service;;;;;48.064314, -1.702986;
2024-07-22 11:09:01.792741;-2090504512;-2090504512;Hors-service;;;;;48.109674, -1.642834;
2024-07-22 11:09:01.792741;-996062500;-996062500;En ligne;0011;11;0;Roazhon Park;48.106788, -1.674304;88
2024-07-22 11:09:01.792741;927613770;927613770;Hors-service;;;;;48.064957, -1.702909;
2024-07-22 11:09:01.792741;-1360876504;-1360876504;Hors-service;;;;;48.109835, -1.643077;
2024-07-22 11:09:01.792741;-813655498;-813655498;Hors-service;;;;;48.109755, -1.642357;
2024-07-22 11:09:01.792741;1110020772;1110020772;Hors-service;;;;;48.064392, -1.703073;
2024-07-22 11:09:01.792741;-448841494;-448841494;En ligne;0011;11;1;La Poterie;48.107387, -1.717158;133
2024-07-22 11:09:01.792741;-631248496;-631248496;En ligne;0013;13;1;Chantepie;48.092398, -1.702902;-24
2024-07-22 11:09:01.792741;1474834776;1474834776;Hors-service;;;;;48.109676, -1.642996;
2024-07-22 11:09:01.792741;-266434492;-266434492;En ligne;0011;11;0;ZI Ouest;48.101237, -1.731803;104
2024-07-22 11:09:01.792741;98379512;98379512;Hors-service;;;;;48.110312, -1.642191;
2024-07-22 11:09:01.792741;2022055782;2022055782;En ligne;0012;12;0;La Poterie;48.121277, -1.705474;0
2024-07-22 11:09:01.792741;280786514;280786514;En ligne;0032;32;0;Alma Sud;48.124724, -1.662549;195
2024-07-22 11:09:01.792741;463193516;463193516;En ligne;0050;50;1;Thorigné;48.138094, -1.621053;91
2024-07-22 11:09:01.792741;-1725690508;-1725690508;En ligne;0010;10;0;Porte de Cleunay;48.118077, -1.676043;92
2024-07-22 11:09:01.792741;1375228526;1375228526;En ligne;0010;10;0;Porte de Cleunay;48.117114, -1.634025;0
2024-07-22 11:09:01.792741;645600518;645600518;En ligne;0014;14;0;Roazhon Park;48.128659, -1.698039;48
2024-07-22 11:09:01.792741;-1543283506;-1543283506;Hors-service;;;;;48.109674, -1.642592;
2024-07-22 11:09:01.792741;1740042530;1740042530;Hors-service;;;;;48.109919, -1.643233;
2024-07-22 11:09:01.792741;1557635528;1557635528;Hors-service;;;;;48.109754, -1.641711;
2024-07-22 11:09:01.792741;-84027490;-84027490;Hors-service;;;;;48.111201, -1.644113;
2024-07-22 11:09:01.792741;-2007703760;-2007703760;Hors-service;;;;;48.111279, -1.643958;
2024-07-22 11:09:01.792741;-1460482754;-1460482754;En ligne;0050;50;0;Cesson-Viasilva;48.150112, -1.578491;23
2024-07-22 11:09:01.792741;828007520;828007520;Hors-service;;;;;48.109757, -1.641873;
2024-07-22 11:09:01.792741;-1825296758;-1825296758;En ligne;0011;11;1;La Poterie;48.101982, -1.657056;9
2024-07-22 11:09:01.792741;-913261748;-913261748;Hors-service;;;;;48.109915, -1.642667;
2024-07-22 11:09:01.792741;1010414522;1010414522;Hors-service;;;;;48.109757, -1.641873;
2024-07-22 11:09:01.792741;-1642889756;-1642889756;Hors-service;;;;;48.11024, -1.641955;
2024-07-22 11:09:01.792741;-117638486;-117638486;Hors-service;;;;;48.110157, -1.641315;
2024-07-22 11:09:01.792741;1192821524;1192821524;Hors-service;;;;;48.110478, -1.641626;
2024-07-22 11:09:01.792741;-1095668750;-1095668750;Hors-service;;;;;48.10992, -1.642748;
2024-07-22 11:09:01.792741;1888838536;1888838536;En ligne;0006;C6;0;Aéroport;48.095241, -1.706425;127
2024-07-22 11:09:01.792741;1922449532;1922449532;En ligne;0011;11;0;ZI Ouest;48.103989, -1.635189;-140
2024-07-22 11:09:01.792741;-730854746;-730854746;En ligne;0064;64;1;Acigné;48.125498, -1.609652;184
2024-07-22 11:09:01.792741;-1494093750;-1494093750;Hors-service;;;;;48.110473, -1.642676;
2024-07-22 11:09:01.792741;2104856534;2104856534;Hors-service;;;;;48.110959, -1.644751;
2024-07-22 11:09:01.792741;-1029673496;-1029673496;Hors-service;;;;;48.07984, -1.734838;
2024-07-22 11:09:01.792741;-1311686748;-1311686748;Hors-service;;;;;48.115596, -1.578111;
2024-07-22 11:09:01.792741;-1278075752;-1278075752;Inconnu;0034;34;1;ZA Saint-Sulpice;48.128319, -1.642266;
2024-07-22 11:09:01.792741;-847266494;-847266494;Hors-service;;;;;48.11, -1.641867;
2024-07-22 11:09:01.792741;-946872744;-946872744;Hors-service;;;;;48.115753, -1.577788;
2024-07-22 11:09:01.792741;2071245538;2071245538;En ligne;0006;C6;0;Aéroport;48.113435, -1.590347;0
2024-07-22 11:09:01.792741;-664859492;-664859492;Hors-service;;;;;48.11024, -1.640596;
2024-07-22 11:09:01.792741;512383272;512383272;Hors-service;;;;;48.108955, -1.641385;
